North Korea launches 'two short-range missiles'	people are injured angry to get the plane ready aggressive gets hit to be a good pilot to have the equipment happy to fire the missiles	Lean Left
Expectations low for Joe Biden NRA talks	they get a new friend happy to listen to personx careless gets tired to make a good impression to be a leader happy to get a drink	Lean Left
Tense exchanges in China between USA Chinese officials mark Obama’s arrival at G20 summit	people get nervous happy to get a good deal curious and to see the world to be a good citizen to have diplomatic relations happy to go home	Lean Right
Tech's major powers face heat during House antitrust hearing	people get burned annoyed to get rid of personx mean gets burned to be a better person to have been given a bad grade nervous to be a better person	Center
U.S. Outlines N.S.A.’s Culling of Data for All Domestic Calls	people are informed informed to listen to the data smart gets called a fraud to be helpful to be in a position of power satisfied to be helpful	Lean Left
Examining Biden’s Farm Bankruptcy Claim	loses money sad to pay the taxes poor gets a loan to be successful to have a reason to sue sad to get a raise	Center
House Democrats give IRS hard deadline of April 23 to turn over Trump tax returns say administration’s concerns ‘lack merit’	none none none none none none none none none	Lean Left
Supreme Court delivers a 2nd victory for Trump's expedited removal of immigrants	people lose money sad to protest the ruling powerful gets a medal to be successful to have the authority happy to celebrate the victory	Center
Obama supporters in overdrive to get early votes	people are affected by the event annoyed to vote greedy gets arrested to win to have a lot of money happy to win	Right
Gilroy Garlic Festival shooting leaves 3 dead 15 injured; gunman killed by police	people are injured sad to get a new job careless is shot to kill people to be in a vehicle sad to get medical help	Lean Right
Right-wing protesters 'antifa' clashes bring chaos to streets of Portland Oregon	people get arrested angry to get away from the scene dangerous people get arrested to be a disruption to the environment to be a politician guilty to make a change	Center
Long lines polling site angst missing ballots sully Georgia primary	people are disappointed annoyed to get rid of him untrustworthy gets called a racist to be a good citizen to be a politician sad to get rid of ballot	Center
Michigan Orders Faith-Based Adoption Agencies to Violate Their Religious Beliefs	they are forced to listen to personx confused to help personx religious gets arrested to be a better person to be a religious nut justified to get a new puppy	Right
Trump Gives Roy Moore His Full Endorsement	gets a new job grateful to listen generous gets a raise to give a good impression to have authority satisfied to get a raise	Right
Doctor in New York City Is Sick With Ebola	gets sick too sad to see if they are ok sick gets dizzy to be sick to get sick sick to get better	Lean Left
G-20 Riot Leaves Trail of Destruction as German Officials Scramble for Answers	people are hurt angry to get rid of him irresponsible gets caught to be safe to be in charge angry to get rid of the evidence	Center
Jerusalem: Turkey warns Trump against crossing 'red line'	people are affected angry to listen mean gets scolded to be right to have a reason to do so powerful to be right	Center
A federal appeals court just demolished Trump’s claim that he is immune from criminal investigation	gets accused of fraud disappointed to file a motion smart gets called a fraud to be a good citizen to have a case against him relieved to appeal the case	Left
Cuba decision marks a bet by Obama that Cold War politics have turned a corner	people are affected by the decision sad to win decisive gets called a racist to win to have a good reason happy to win the election	Lean Left
McConnell faces conservative backlash over compromise to fund DHS Dems get on board	they get a raise annoyed to thank personx smart gets yelled at to be a success to have the money justified to get a good deal	Lean Right
Labor Secretary Acosta Resigns After Scrutiny Over Epstein Sex Trafficking Deal	gets a raise sad to find out why untrustworthy gets a raise to get a better job to have a reason to resign sad to get paid	Right
U.S. Collects Vast Data Trove	they get a good grade impressed to learn more information intelligent gets a promotion to be rich to be a scientist accomplished to publish the results	Center
Poll: Hillary Clinton holds narrow lead over Donald Trump	people are poorer nervous to win the race smart gets a promotion to be in control to be a politician powerful to be a leader	Lean Left
Royal Caribbean deploys Adventure of the Seas ship to assist Puerto Rico with supplies evacuations	people die happy  to be safe adventurous gets a headache to help to have the supplies happy to get a boat	Left
Emotional Debbie Wasserman Schultz Backs Iran Nuclear Deal	people are affected by the bomb angry to get their money aggressive gets arrested to be a racist to have a reason to back the deal angry to make a deal	Center
Air Force launches review after failing to enter Texas shooter’s criminal history in FBI database	they are arrested angry to file a complaint criminal gets arrested to get rid of criminal to be a criminal sad to get their money	Lean Right
Trump Condemns Shooting as a ‘Wicked Act’ of Anti-Semitism	people get hurt angry to protest mean gets arrested to be a good person to be in a bad situation justified to make a difference	Center
How Trump’s Middle East Plan Could Boost the Region	people are affected impressed to protest ambitious gets into trouble to be a success to be a rebel happy to get a better job	Lean Left
We Asian Americans are not the virus but we can be part of the cure	people are treated well grateful to get better lucky is cured to save people from disease to be in a group happy to get cured	Lean Left
Brett Kavanaugh worried that scandal would end his coaching days. Now the Supreme Court justice is back on the basketball court.	none none none none none none none none none	Lean Left
Obama strikes climate change deal with China	people get affected happy to get their money back aggressive gets a new business to be a racist to make an agreement with the government happy to make sure the deal is successful	Lean Right
How many positive COVID-19 tests would it take to shut down sports again?	they lose their money disappointed to get a new team determined gets a bad review to get rid of bad people to have the right equipment sad to get a new job	Lean Left
Special counsel in Trump-Russia investigation partners with IRS	gets a bad reputation angry to get their money greedy gets fired to be a good lawyer to be in the wrong case nervous to get their point across	Left
Confirmation Hearings Shouldn’t Be So Worthless	they are more careful annoyed to give personx advice determined gets a promotion to be successful to have a job like they have a better chance to make a change	Right
Both Parties Used to Love the Carbon Tax. So Why Are They Giving up on It?	they get a better job annoyed to get a good deal from them stupid gets into a bad situation to not be a risk taker to have tried to do it sad to get a new job	Left
Search expands for AirAsia Flight QZ8501 likely at 'bottom of the sea'	they have to wait for the flight happy to get off the plane adventurous gets into trouble to get to the bottom to get a plane ticket happy to go to the airport	Lean Left
Trump rips George W. Bush's call to end partisanship amid coronavirus	people are hurt angry to get back at personx careless gets arrested to end the conversation to have a reason to end the call guilty to get rid of the phone	Lean Right
Trump Republicans push back on Kushner reports	people lose their jobs angry to get their point across mean gets yelled at to get a better job to have a reason good to make sure they are correct	Lean Left
Sparks fly in FBI agent's Trump testimony	gets caught angry to get away criminal gets caught to be a hero to be a cop nervous to get paid	Center
With Mueller report in nothing's over. But for Trump everything has changed	loses money disappointed to thank personx for their help unintelligent gets praised to be a failure to be in a bad situation sad to be a success	Center
AP sources: White House aware of Russian bounties in 2019	people are dead angry to get away with it smart gets arrested to be a good citizen to have access to russia happy  to get rid of them	Center
Iran diplomat warns of ‘all-out war’ if hit for Saudi attack	people are killed scared to protest diplomatic gets attacked to be diplomatic to have diplomatic skills nervous to make sure everyone is safe	Center
Who should prosecute the El Paso Walmart shooting suspect? A year after the massacre local and federal prosecutors still face hard decisions	none none none none none none none none none	Lean Left
Last jobs report before election crucial in close race	people are affected disappointed to get their money back smart gets a promotion to be a good candidate to have a job nervous to win	Lean Left
Kavanaugh abandons script to deliver blistering opening statement on assault accusation	get hurt angry to argue rude gets arrested to be a leader to be in charge justified to get a response	Lean Right
A GOP Weekend Courtesy Of The Koch Network And Citizens United	people get a better deal happy to thank person x loyal gets a raise to be a part of something to be a member of the community happy to enjoy the benefits of the event	Center
Trump's illegal voters lie is just a distraction	people are fooled annoyed to vote for personx clever gets caught to be a distraction to have a good reason happy to be successful	Center
Bergdahl's Platoon Mates: Six Died Looking for 'Deserter'	they are killed sad to cry angry gets killed to kill someone to be a recruit recruit sad to get a new recruit	Lean Right
A second earthquake hit Southern California in as many days. It's 11 times stronger than Thursday's	people lose money scared to get a second chance powerful the same to have a big impact to be a quarter inch taller than the average human scared to be safe	Lean Left
Bloomberg obliterates socialist Bernie Sanders over his 3 homes during Democrat debate	people lose their homes angry to get rid of him racist gets yelled at by others to be a better person to be in the presence of people who are racist satisfied to be successful	Right
How Mount Rushmore Became Mount Rushmore	people who are watching see the mount rushmore happy to have a party artistic gets a lot of money to be a success to buy tickets for it happy to have fun	Lean Left
Privacy in spotlight as Apple unveils new products	people are deceived happy to buy the products smart gets a raise to be noticed to have a lot of money happy to be recognized	Lean Left
NASA astronaut will vote in 2020 presidential election from space	people vote happy to vote for personx intelligent gets a medal to be a leader to be a politician happy to win the election	Lean Right
Mueller Blasts Trump Org With Subpoenas Is Reviewing Business Dealings With Russia	people lose money annoyed to win greedy gets caught to be a fraud to be a spy nervous to get rid of the people	Right
Sean Hannity: All the Times Host Defended Michael Cohen Without Revealing He Was Trump Lawyer’s Client	people are shocked none none aggressive none none to be a lawyer happy to win	Left
Trump Fires Warning Shot in Battle Between Bannon and Kushner	people get hurt scared to get out aggressive gets shot at to be mean to be a police officer powerful to win	Lean Left
Trump Congratulates AG Barr for ‘Taking Charge’ of Roger Stone Case	gets nervous angry to thank person x smart gets a promotion to be a good lawyer to have a case powerful to win the case	Right
Senate overwhelmingly rebukes Trump with tariff vote	people are insulted annoyed to get their money back arrogant gets yelled at to be a winner to be a politician justified to get a good deal	Lean Left
Obama Administration Delays 2015 Obamacare Enrollment Period Until After 2014 Elections	people are affected happy to get a new policy responsible gets a new job to be a success to have the authority happy to get the job done	Right
Why Debbie Wasserman Schultz failed	gets a bad grade disappointed to get revenge incompetent gets scolded to be a failure to be in school sad to get a better job	Lean Left
Saudi Jets Strike Yemen in Bid to Halt Houthis	people lose money sad to protest aggressive gets arrested to stop something to have diplomatic immunity happy to get a new job	Lean Left
Trump fires up CPAC with expletive-laden description of Mueller probe: 'They're trying to take you out with bulls---'	none none none none none none none none none	Lean Right
Trump replays Clinton 'woman card ' defends 'pull out' Middle East strategy	people lose their money annoyed to win smart gets called a liar to win the game to be in a political situation happy to win	Lean Right
Donald Trump praises China and blames USA for trade deficit	they get a raise offended to tell personx how much they like them racist gets criticized to be a racist to be in the same class as the japanese people happy to make people feel bad	Lean Left
Madeleine Westerhout: White House aide fired after leaks on Trump family	gets hurt upset to cry careless gets scolded to be a bad influence to have a bad reputation sad to apologize	Center
U.S. judge refuses to toss suit against Trump on foreign payments	loses money disappointed to win stubborn gets scolded to be fair to be a judge justified to get the money back	Center
‘Chaos’ at Florida State University: Gunman wounds 3 killed in shootout with police	police lose their lives sad to get medical attention dangerous gets arrested to kill people to get a gun sad to be a hero	Lean Left
Terrorism Returns to Spain: Three Attacks in Three Days	people are injured angry to get revenge unlucky gets hurt to be safe to get in the car nervous to get away	Right
Sen. Jeff Flake shouldn’t retire. He should run for reelection.	they are disappointed disappointed to encourage him irresponsible gets a promotion to get a better job to have been given a job sad to get a raise	Left
Obama Administration Warns Schools To Allow Transgender Access To Bathrooms	people are safe grateful to listen authoritative is thanked to be helpful to be a minister in school satisfied to be thanked	Left
Mueller House Judiciary Committee reach tentative testimony agreement	they get a new case happy to get their money cautious gets a raise to make sure the truth is known to have a decision satisfied to make a settlement	Lean Right
2 USA swimmers pulled from plane in Rio over questions in robbery	people are injured angry to get out of the airport criminal gets caught to be safe to be in a plane nervous to get away	Lean Left
Nancy Pelosi Sets Record For Longest Continuous Speech In House History	people listen to personx impressed to listen dedicated gets praised to be successful to have a lot of practice proud to get a good reputation	Left
Supreme Court strikes down Louisiana law on abortion clinic restrictions	people are arrested angry to protest powerful gets sued to be a good citizen to be a racist satisfied to get a new case	Lean Right
Romney Comments on Palestinians Draw Criticism	they get into a fight annoyed to argue rude gets criticized to make a difference to have a conversation satisfied to make people understand	Lean Left
Runaway Oregon Republicans ready to dodge state troopers until legislative clock runs out	people lose money angry to get a new job lazy gets arrested to be a independant to be a cop nervous to get a job	Lean Right
Obama admits ISIS threat was misjudged as U.S. splits emerge	people lose money angry to argue smart gets fired to make a point to have a conversation upset to make sure they understand	Lean Left
House Nears Vote To Fund Government Defund Obamacare	people vote for person x happy to thank person x greedy gets a raise to be a good citizen to get elected happy to win the election	Center
A door busted open. A chaotic scene. A life taken. What the Breonna Taylor grand jury audio reveals	none none none none none none none none none	Lean Left
Trump celebrates ‘great day for civilization’ as Pence Pompeo secure Syria cease-fire agreement	people lose money happy people bad people are dead to be a good person to be a camel rider happy to be a good citizen	Lean Right
2 deaths possibly linked to 'superbug' at UCLA hospital after 7 infected 179 exposed	people are dead sad to help sick they are dead to the disease to have been poisoned by the flu sad to be cured	Lean Right
Rosenstein specifically told Mueller to look into Manafort gave investigation additional authority	people are asked questions annoyed to listen authoritative to be honest to be thorough to have the information satisfied to make sure everyone is safe	Left
Trump to Send Mike Pompeo to Saudi Arabia to Discuss Missing Journalist	people get lost annoyed to thank personx curious gets stressed to be helpful to have a reason to send the text worried to make a report	Center
Judge rules against Ohio election official's limits on drop boxes	people lose their voting annoyed to protest the rules powerful gets arrested to be in control to be a politician powerful to be a good citizen	Lean Left
Berlin attack: No certainty over man arrested by police	police are called by the victim angry to punish him angry gets arrested to be safe to have been arrested sad to get away with it	Center
Istanbul Airport Attack Leaves at Least 41 Dead	people die sad to go home dead gets killed to be safe to have been shot sad to get out of the airport	Lean Left
Biden issues second apology of weekend after offending USA allies in fight to destroy Islamic State	people lose respect angry to avoid the situation aggressive is arrested to be a racist to have been wronged guilty to apologize	Lean Right
Hillary Clinton Is Botching Her Best Chance To Win	they lose the competition disappointed to win determined gets a raise to win to have a skill happy to win	Left
Insanity defense fails in 'American Sniper' murder trial	gets killed sad to get out of jail incompetent gets killed to win to be a sniper sad to get a new case	Center
Fox News Host Apologizes for Calling CBC’s ‘Home Alone 2’ Edit ‘Censorship’	they are upset upset to listen to the information untrustworthy personx gets yelled at to avoid the media to be a manager sad to make amends	Left
Obama: 'We Tortured Some Folks' After 9/11 And We Have To Take Responsibility For It	people are hurt sad to thank them for their kindness mean none to be a good citizen to be in the wrong people guilty to make things better	Left
Washington Post pulls cartoon depicting Ted Cruz's daughters as trained monkeys	they are entertained amused to laugh at the picture playful gets yelled at to be a good sport to have a camera happy to make a joke	Lean Right
DeVos commission to mull Obama ‘Rethink School Discipline’ policies	students get sick annoyed to get their point across smart gets scolded to be correct to have a problem with the policy good to get the best grades possible	Center
Jeffrey Epstein Suicide: Two Jail Workers Charged	people grieve sad to get away with it criminal gets arrested to kill someone to have a gun sad to get out of jail	Lean Left
DNC Chair Tom Perez Orders Recanvass of Iowa Caucus Vote	gets yelled at happy to thank personx powerful gets yelled at to be in control to get the right information good to get a new job	Right
Famed pathologist Michael Baden says Jeffrey Epstein’s death was homicide	people get killed shocked to get away with murder smart gets called a murderer to be correct to have a pathologist satisfied to get paid	Lean Right
Prosecutors drop charges against Jussie Smollett drawing strong rebuke from Chicago’s mayor and police	people are arrested for assault to be heard to win the case angry to be correct to get a lawyer to be in a bad situation to be heard to get a lawyer	Lean Left
Hillary Clinton: I have experience with men 'off the reservation' like Donald Trump	people get killed annoyed to thank personx smart gets arrested to be a racist to have a good reason happy to get a job	Lean Left
Trump defends Mexico migration deal and pledges more detail	people are affected by the information enlightened to listen to personx smart gets called racist to be a good citizen to have a reason to defend good to win	Center
Some Amazon employees say they will make less after the raise	they are grateful happy to thank personx responsible gets a raise to be more efficient to be in charge of the company happy to make a profit	Lean Left
Conservatives Brace for Long Debate on Senate Gun Control Bill	vote for person x annoyed to win smart gets called racist to be a good citizen to have the information nervous to win the election	Lean Right
