people lambasting fox news num mexican country mistake	people are affected angry to get away from personx careless gets yelled at to be a leader to be a racist bad to apologize	0	0	1	0	0
alexandria ocasio-cortez rip steve king racist republican	none none none none none none none none	0	1	0	0	0
walloped heat wave greenland see massive ice melt	people are wet happy to avoid personx brave gets wet to be safe to be hot sad to get away	0	0	0	1	0
wow fire started firework store carolina guess happened	people are surprised by the fire happy to go home curious gets burned to make a fire to have a reason to do it happy to make a fire	0	0	0	0	1
mueller report part spy thriller part game throneswith footnote	gets nervous annoyed to win sneaky gets called out to be sneaky to have a strategy nervous to be a spy	0	1	0	0	0
drive-by shooting australia nightclub leaf num dead num injured	people are dead sad to get medical help careless gets arrested to get away with murder to be in the wrong country sad to get medical help	0	1	0	0	0
chart day probability recession num percent	they get a raise happy to see how it works out optimistic is congratulated to be correct to have a positive outlook happy to be successful	0	1	0	0	0
white house condemns day-long taliban attack killed num	people lose their lives angry to get away aggressive 000 people to kill people to have a gun happy to make a difference	0	0	1	0	0
coldplay private show ronaldos yacht here crazy rich indian holiday	they get a headache happy to have fun fun none to be a good sport to buy a lot of stuff happy to be a millionaire	0	0	1	0	0
corporate kill bernies medicare bill	gets killed sad to protest greedy gets a promotion to be a good citizen to be a businessman satisfied to win	0	1	0	0	0
saudi arabia crown prince mohammed bin salman blame iran oil tanker attack	people lose their lives angry to get away angry gets accused to be a bad influence to be in iraq sad to make a report	0	0	0	0	1
baton rouge area add num job num month april	they get a raise happy to hire a new employee ambitious gets a raise to be a success to apply for jobs happy to make a change	0	1	0	0	0
hillary join twitter force aoc effort throw shade trump admin spark num awkward question	none none none none none none none none none	0	0	0	0	1
one-quarter american men work woman stay home caring family	gets sick grateful to be left alone caring to be a racist to be a better person to be a racist happy to get a job	0	0	0	1	0
carnival cruise ship coast guard rescue num people adrift day gulf mexico	people are rescued grateful to get help from the authorities brave gets seasick to be a hero to get a boat happy to save people	0	1	0	0	0
starting mexican charro suit police department hope connect latino	none none none none none none none none	1	0	0	0	0
bias complaint filed joke janet jackson nipple incident	gets yelled annoyed to get away with the situation mean gets yelled at to be mean to be in the presence of a cop satisfied to get their point across	0	0	0	1	0
hickenlooper give illegal immigrant num visa immediately	people lose their homes sad to get a better deal greedy gets arrested to be a good citizen to have a product guilty to get a better deal	0	0	0	0	1
gottheimer face progressive backlash border vote	people lose their jobs angry to get away from personx aggressive gets arrested to make a change to be a racist justified to be a better person	0	0	0	0	1
smithsonian name lonnie bunch iii secretary african american top spot	they get called out annoyed to get a good reputation smart to be honest to be in charge to be in office happy to make a difference in the world	1	0	0	0	0
high level toxic pfas chemical pollute breast milk world	people get sick disgusted to get rid of him dangerous gets a runny nose to be a scientist to be a scientist sick to be a good scientist	0	1	0	0	0
num american die waiting transplant year	people lose money sad to avoid the deaths unlucky gets a death penalty to be saved from death to be a racist sad to save the people	0	0	1	0	0
trump administration losing num percent lawsuit illegal policy	people lose money angry to win the race greedy gets sued to be successful to have the right information sad to win	0	1	0	0	0
ocasio-cortez accuses border patrol telling illegal immigrant woman drink toilet video update wrong	none none none none none none none none none	0	0	0	0	1
national press award guardian observer win windrush cambridge analytica	people watch personx closely happy to congratulate personx proud is applauded to be a good citizen to be a senator proud of himself to be a good citizen	1	0	0	0	0
trump colluded russia obstructed justice wing carebut independent	none none none none none none none none none	0	0	0	0	1
barclays vow hit target challenging quarter	they lose the game nervous to win the competition determined gets a good name to win to be a professional proud to be a winner	0	0	1	0	0
record number african migrant showing usa-mexico border	people are exposed to afriad annoyed to go home curious gets called racist to be a racist to have a passport happy to get to their destinations	0	0	0	0	1
million seat conservative woman senator patty murray equating abortion control damn	people vote grateful to thank personx conservative to be successful to be a good example to be a senator happy to be successful	0	0	0	0	1
omg marx fetch dana loesch perfect teen vogue puff piece karl marx lol	none none none none none none none none none	0	0	0	0	1
boris johnson face question character	they get a better understanding informed to listen to personx smart gets questioned to be a good example to have been asked many times good to be a good example	1	0	0	0	0
goodbye japan foreign relation emperor	people get offended annoyed to get away from him curious gets a new job to be in charge of foreign relations to have diplomatic skills happy to get away with something	0	0	0	1	0
here flying tortilla national championship	they get a trophy happy to celebrate proud gets a trophy to be a winner to have a strategy happy to win the competition	0	0	1	0	0
importance pelosis handcuff exchange today william barr	gets arrested annoyed to get their money back responsible gets arrested to be a good judge to be a cop guilty to be a good lawyer	0	1	0	0	0
far-right supporter confesses killing politician	people are shocked angry to get their money back righteous gets arrested to defend his stance to have a reason justified to get a vote	1	0	0	0	0
french trial accusing orange moral harassment wrap	gets caught angry to get out of the situation angry gets a lawyer to get a good lawyer to be accused of something angry to get away with it	0	0	1	0	0
trump num trillion promise corporate profit staying abroad	they get a good deal happy to thank personx greedy gets a lot of money to be successful to have a good job happy to make more money	1	0	0	0	0
concern sexualised child miss point	children are more informed annoyed to understand the situation wise gets scolded to be a good parent to be a parent sad to learn more	0	0	1	0	0
sudan activist regime kill num al-bashir ouster	people lose respect for personx angry to get rid of him aggressive is arrested to be a leader to be in charge of people satisfied to get rid of people	0	1	0	0	0
president endangering life trump promotes islamophobic attack ilhan omar	none none none none none none none none none	1	0	0	0	0
newlove crime victim family told real sentence criminal serve	people are arrested sad to be treated fairly responsible to be honest to make sure the truth be known to be a cop justified to be a good citizen	0	0	0	1	0
hampshire poetry community angry	people get into a fight angry to get even angry gets into trouble to be angry to be in a bad mood angry to get even	0	1	0	0	0
colorado teacher union protest devos turn vulgar	they get into trouble annoyed to protest racist gets yelled at to make people angry to have heard the protests satisfied to get away with it	0	0	0	0	1
climate change age extinction	people are killed happy to get rid of him powerful gets more money to be a better person to be a racist happy to be successful	1	0	0	0	0
trump birthday party america	people are sick happy to have a good time rich gets a hangover to have a party to buy gifts for the kids happy to have fun	0	0	1	0	0
iran crisis tale tanker	people lose money angry to get a drink brave gets stressed to be heard to be a pilot sad to be a hero	0	0	1	0	0
cori gauff num defeat venus williams wimbledon round	they win defeated to win the game competitive wins the game to win to be in a baseball game happy to celebrate	0	0	0	0	1
israeli pm netanyahu defends activist record polling place	people are affected happy to protest smart is asked to leave to defend the rights to be a politician good to win the election	0	0	0	0	1
notre dame basketball coach call woman power time turn	women's rights annoyed to win the game dominant our job to be competitive to be a basketball player good to be competitive	0	0	0	0	1
megan rapinoe isnt make comfortable	gets stressed grateful to be left alone mean is thanked to be mean to have a job guilty to make you relax	1	0	0	0	0
hong kong common sense life safe typhoon	people are safe safe to stay safe wise is avoided to be a good leader to have been kidnapped by chinese happy to keep people safe	0	0	1	0	0
retired justice john paul stevens talk history book ping-pong	he is a good listener interested to listen smart gets paid to be heard to have read the book satisfied to be heard	0	0	1	0	0
sander manager rip corporatist medium debate make american people stupider	none angry to get a new job rude gets fired to be in charge to be a racist powerful to make a difference	0	0	0	0	1
nolte cnn invents dangerous conspiracy theory trump refusing leave presidency	people are angry angry to protest smart gets fired to be safe to have information satisfied to be a hero	1	0	0	0	0
radicalization fiona scott morton	gets hurt by personx annoyed to get back at personx mean gets yelled at to be a jerk to have a radicalization plan satisfied to make sure they are safe	1	0	0	0	0
shaping humanity music merlinmoon announces sophomore album younity bangybang record	people listen people listen to personx to be heard bad gets a high five is asked to dance to be a guitarist happy to get attention	0	0	1	0	0
spy-satellite image reveal climate change rapidly melting himalayan glacier	people lose their jobs enlightened to avoid a disaster intelligent is praised by others to be accurate to have the information happy to change the climate	1	0	0	0	0
happy easter theblaze true meaning easter sunday	people pray happy to thank personx faithful is blessed to be faithful to be a christian happy to be happy	0	0	0	0	1
california fix prison county jail deadly	people are killed angry to get rid of him determined gets caught to be safe to have a problem with people sad to get rid of people	0	0	1	0	0
august wti oil num cent num percent settle num	none none none none none none none none none	0	0	1	0	0
sarah sander admitted special counsel lied comey	gets a new client angry to find out more guilty gets a court order to get a good name to be a fraud guilty to get out of trouble	0	1	0	0	0
fight fla tax cut saving hurricane irma	loses money sad to get a new employee careless gets a bad name to get rid of his money to get the money sad to get a new job	0	0	0	0	1
pompeo paris climate deal didnt change thing	gets a receipt annoyed to get rid of personx careless gets criticized to be left alone to have a bad experience happy to change things	0	0	0	1	0
world war fanatic collection bomb shell set fetch num auction	people die in the war angry to get out of the situation violent to be honest to kill people to have a gun happy to kill	0	0	0	1	0
saudi arabia execute possibly crucify teen participated protest num year report	none none none none none none none none none	0	0	0	0	1
chernobyl rescuing abandoned dog exclusion zone	people are saved grateful to thank personx brave gets arrested to save the animals to have the resources relieved to keep the dogs safe	0	0	1	0	0
study claim white people diet disproportionally contribute climate change	people are affected by the change in society grateful to listen to personx intelligent gets criticized to improve his health to be an environmental activist good to be a success	0	0	0	0	1
team obama tell iran dont escalate dont trump bait	they get hurt upset to protest wise gets yelled at to avoid a conflict to be a racist good to get away with it	0	1	0	0	0
setting precedent federal court rule jail give inmate addiction treatment	gets rehabilitated guilty to be treated fairly dominant gets caught to make a difference to be a criminal guilty to make sure they do not get caught	0	0	1	0	0
elvia wilks oval earth capitalism human specie sink doom	people die sad to avoid death evil is dead to be dead to be in the wrong place sad to die	1	0	0	0	0
sharpton trump venom black people	gets sick annoyed to avoid him mean gets into a bad mood to be a jerk to be in a bad mood satisfied to be a snake	0	0	1	0	0
num year picture changed view universe	people look at personx happy to understand influential is asked to explain the situation to change the world to be a good observer happy to be a good person	1	0	0	0	0
israel reopens kerem shalom crossing gaza border	people get hurt happy to get to safety brave gets caught to be a good citizen to have the money happy to get a drink	0	0	0	1	0
newsletter essential california week review tragedy gilroy	people are affected annoyed to get rid of him unintelligent is criticized to be a racist to have read about it bad to be a good citizen	1	0	0	0	0
economy add num job july unemployment stay	people lose money happy to get a raise poor gets a raise to be successful to have a budget happy to keep their job	1	0	0	0	0
ebola case rise congo decline issue emergency declaration	people lose their jobs angry to protest stubborn gets shot to avoid the situation to have received the paperwork sad to get rid of the cases	0	0	1	0	0
justice layleen polanco community demand answer trans black latinx woman died rikers	none none none none none none none none none	1	0	0	0	0
ilhan omar supporter caught threatening attempting dox somali whistleblower revealed ilhans crime	none none none none none none none none none	0	0	0	0	1
north korean discus kim jong-un trip russia	they get stressed annoyed to thank personx curious gets stressed to be a good listener to have a plane ticket happy to go to the airport	0	0	1	0	0
ben carson pediatric neurosurgeon hesitated send child back infested home baltimore	none none none none none none none none none	1	0	0	0	0
num people killed el paso shooting; num suspect custody	people are killed sad and angry to get out of jail criminal jails to be a criminal to be in the presence of the suspect sad to be free	0	0	1	0	0
num democratic candidate pledge seek gender parity national security team	they get a raise happy to win patriotic gets a raise to be a good leader to be a political leader happy to get a vote	1	0	0	0	0
political operative donor give million money wasnt promised here	none none none none none none none none none	0	0	1	0	0
lead topsoil produce kid cognitive problem	kids get sick confused to get help intelligent gets yelled at to be a good parent to be a doctor happy to teach them	0	1	0	0	0
epidemic body shaming taking toll men mental health	get cured sad to get better unhealthy gets cured to be a doctor to have been doing drugs sad to get better	0	0	1	0	0
text message earned michigan goper grand jury indictment	gets nervous happy to get the information smart gets called a fraud to get the truth to have a phone happy to get a good grade	1	0	0	0	0
muslim student talk pope tolerance	they learn enlightened to ask personx to stop talking wise gets scolded to be a good citizen to have a discussion good to make sure people listen	0	0	1	0	0
iran surpasses nuclear fuel stockpile limit state medium report	people lose money angry to report to the police smart gets a promotion to be successful to have the authority to do so satisfied to make more money	0	0	0	0	1
winning gm announces num million investment ohio hiring num worker	people are richer happy to do their best rich gets a raise to be successful to have the right tools happy to make a big money	0	0	0	0	1
federal civil right office limit access emotional-support animal depression	none none none none none none none none none	0	1	0	0	0
oberlin college pay bakery num furthering racism accusation jury	gets accused angry to get a verdict mean jury to be a good person to have a reason angry to get their point across	0	0	0	0	1
hold california marijuana law weird jail	gets into trouble annoyed to be safe careless gets into trouble to be safe to be in california guilty to be a good influence on people	0	0	0	1	0
elizabeth warren trillion-dollar big business tax plan cost amazon num year	they get a receipt angry to get their money greedy none to be fair to be a big business man happy to be successful	0	1	0	0	0
house conservative form anti-socialism caucus	people are influenced by the new policy happy to protest racist gets criticized to be a racist to be in a political party happy to make people vote	0	0	0	0	1
hundred child pakistan infected hiv needle blame	children get infected scared to avoid the disease careless get sick to be treated to have been poisoned by the needles sick to get better	1	0	0	0	0
american dont support higher defense spending	they are forced to vote annoyed to protest racist gets yelled at to be racist to have the same opinion sad to protest	0	0	0	1	0
refugee child praise isi vow crush apostate video syrian camp show	they are praised happy to thank personx religious gets ridiculed to be a good example to be a racist happy to be praised	0	0	0	0	1
joe biden brag past civility racist dem senatorsnow num opponent attack	none none none none none none none none none	0	0	0	0	1
donald trump made american	i want to be a good person happy to be entertained persuasive gets a job to be a part of the group to talk with me happy to be successful	0	0	1	0	0
sexist racist attack trump regulation weaken home health care union take effect	people get sick sad to get better racist gets arrested to be a racist to be a racist justified to be a racist	1	0	0	0	0
dan gainor big tech censorship absolutely threat democratic republic	people lose respect for personx cautious to protest powerful is respected to be in charge to be a leader happy to be in power	0	0	0	0	1
bill donohue slam fox news cutting segment point recent attack french church	none none none none none none none none none	0	0	0	0	1
young girl disappearance unsolved num year vanished walking bus stop	gets called out sad to find out what happened curious gets arrested to be alone to be a magician sad to find out where she went	0	0	1	0	0
buttigieg capitalist democracy important capitalism	people none none none is the most important thing in the world none none none to be a capitalist	0	0	0	1	0
lingering flaw jane virgin perfect ending	gets a bad reputation happy to get away with the crime unintelligent gets a lot of respect to be perfect to have a relationship with jane satisfied to be successful	0	1	0	0	0
honor fallen usa soldier killed afghanistan	they are killed sad to help them brave gets killed to be a hero to have been shot in the head sad to get medical help	0	0	0	0	1
maternal obesity linked childhood cancer	they get sick sad to support personx responsible gets cancer to be healthy to get sick sad to get better	0	0	0	0	1
huawei draw comfort wh reprieve	gets comforted grateful to be saved humble gets scolded by people to be comforted to be a teacher relieved to be understood	0	0	1	0	0
accused murderer oj simpson launch twitter account threatens anniversary week nicoles murder	people are arrested angry to get their money back mean gets arrested to be a threat to be a police chief happy to get even	0	0	0	0	1
num feared dead suspected arson kyoto animation studio	people are dead angry to find out the truth scared gets burned to be a hero to be in a crime scared to make a documentary	0	0	1	0	0
hawkish democrat representative eliot engel facing primary challenger	they are confronted by personx annoyed to argue stubborn gets into argument to be right to be a politician frustrated to win the debate	0	1	0	0	0
donald trump taking gop	gets a good grade happy to win confident gets yelled at to be a winner to have a job happy to win the game	0	1	0	0	0
change meet artistic director shaking british theatre	people are impressed happy to thank person x influential gets paid to be a better actor to be a performer happy to make a difference	1	0	0	0	0
chart day stock buyback record	they get a new employee happy to win successful gets promoted to be rich to have the money happy to be successful	0	0	0	1	0
amazon warehouse worker chicago company cheated overtime hour	loses money cheated to get a good deal mean gets yelled at to be a good employee to have a job superior to get a raise	1	0	0	0	0
notre dame cathedral structure artifact miraculously survive destructive fire	people die in the fire shocked to thank personx lucky is praised to survive to be a priest proud to be a hero	0	0	0	0	1
nolte massive viewership collapse drop cnn prime time num place	people lose their jobs sad to get back to work careless to be honest to get rid of people to have a bad day sad to be correct	0	0	0	0	1
israel launch trump height golan construction lag	people lose money impressed to thank personx ambitious gets fired to be a success to be a pilot happy to get the job done	0	0	0	0	1
pete buttigieg confronts race identity speech gay group	gets hurt annoyed to get away from personx rude gets called racist to be a racist to have a reason satisfied to get a drink	0	0	1	0	0
elizabeth warren plan personal voter	vote annoyed to vote confident gets called out to be in charge to be a senator satisfied to get a vote	0	0	1	0	0
rumour led medical researcher ethiopia killed mob	people are dead angry to get medical help mean is asked for advice to be a doctor to be a doctor bad to be correct	0	0	1	0	0
twitter user stunned discover oddly similar amazing wrist freckle	gets shocked surprised to ask questions curious gets called a freak to be surprised to have a similar wrist pattern surprised to tell everyone	0	0	0	0	1
youtube ban steven crowder vox reporter banning meltdown	people are criticized annoyed to get out of trouble mean gets scolded to stop something bad from happening to be a reporter bad to be a good leader	0	0	0	0	1
no-deal brexit fire parliament grab brake boris johnson	people are hurt angry to protest aggressive gets arrested to stop the truck from going to be in the wrong place powerful to stop the fire	0	0	0	0	1
russia military exercise arctic bark bite	they get into trouble annoyed to avoid him aggressive gets into trouble to be a soldier to have a gun powerful to get a better job	0	0	0	1	0
democrat hit trump trans-troop ban take effect	people are forced to vote annoyed to get rid of the illegal products racist gets arrested to be a better person to have a vote justified to change laws	0	0	0	1	0
stupid conservative feeding trump grift contribution	they get a better job annoyed to get a better deal smart gets praised to be a better person to have a good reason happy to be a good example	0	0	0	0	1
trump associate accused launder stolen money trump company	loses money cheated to get the money back greedy gets fired to be a fraud to be a bad influence guilty to get away with it	1	0	0	0	0
supreme court ruling start checking power federal bureaucrat	people are being poisoned by the government nervous to get their money powerful get money to be in control to be a government official powerful to get their money	1	0	0	0	0
trump mull tax cut rich report	they get richer happy to thank personx rich gets a receipt to be wealthy to have money happy to be rich	0	0	0	1	0
explosion reported university nevada reno dorm	students are informed interested to learn more curious gets a report to learn to go to the dorms interested to tell others	0	0	0	0	1
num girl face child-porn charge making video	gets raped embarrassed to cry young gets arrested to be a child to have sex embarrassed to be a good child	0	0	0	1	0
donald trump caught committing crime aboard air force	people get arrested angry to punish personx criminal gets arrested to be a hero to have been arrested guilty to go to jail	0	1	0	0	0
trump blast rashida tlaib comment israel holocaust	people are dead sad to avoid the situation racist gets yelled at to be right to be a racist happy to be a leader	0	0	1	0	0
rod rosenstein made huge mistake resignation letter	gets fired disappointed to fire him dumb gets fired to get out of a bad situation to do something stupid sad to get a new job	0	1	0	0	0
terrible thing trump cummings agree	they are surprised sad to listen to the situation wise gets yelled at to make things worse to be in the same place as someone bad to be right	0	0	0	1	0
rally trump accuses democrat defrauding public ridiculous bullst	people lose their job none to protest mean is yelled at to be right to have a speech justified to make people believe they are right	0	0	0	0	1
resident freed iran trump back hostage	people are safe sad to get out of jail greedy gets shot at to save the people to have a hostage happy to get back to their homes	0	0	0	1	0
history humankind prof masculinity powerful positive good	people are more informed impressed to be like him influential gets praised to prove his / her own worth to have a lot of knowledge proud to make people understand	0	0	0	0	1
un envoy arrives syria amid violent clash north	people are killed angry to avoid him aggressive gets attacked to be in the south to be in the south of the country nervous to fight	0	0	1	0	0
top mueller probe prosecutor andrew weissmann reportedly ink book deal	to be correct angry to win smart gets paid to be a lawyer to be a lawyer satisfied to get their money	0	0	0	0	1
num migrant apprehended num day texas border sector	people are killed annoyed to get rid of him unlucky gets arrested to be in a better situation to have a reason to do it sad to go home	0	0	0	0	1
democrat unite condemn trump tweet linking ilhan omar num	none angry to be a better people racist to be honest to be patriotic to be a racist happy to be a leader	1	0	0	0	0
chart day health insurance inflation hit num high	they get paid happy to help him responsible gets a check up to be healthy to have the flu happy to be successful	0	0	0	1	0
un agente de la patrulla fronteriza revela la realidad de ser guardia de nios migrantes	none none none none none none none none none	0	0	1	0	0
golf bethpage black turn beast windy final round pga	gets hurt scared to run away brave gets hurt to be feared to have a lot of fun sad to be feared	0	0	0	0	1
million voter missing india	people lose their homes happy to get rid of him indecisive gets a raise to get rid of the bad people to be in the presence of a politician sad to get a better deal	0	0	0	1	0
trump announces ambassador run tennessee senate	people vote nervous to get away powerful gets nervous to run for office to be in charge nervous to get a vote	0	0	0	1	0
brexit express steam train run num minute	gets stressed annoyed to get to the destination faster slow gets sweaty to be faster to be running late tired to get to the finish line	0	0	0	1	0
president trump surprised meghan markle nasty comment	gets fired annoyed to get even shocked gets scolded to be a jerk to be in a meeting surprised to make a point	1	0	0	0	0
people floored blue ivy singing beyonces surprise album homecoming theyre joining ivy league	none none none none none none none none none	0	0	1	0	0
house dems set subpoena kushner session num mueller witness	gets caught angry to be left alone determined to be honest to be in charge to have a case nervous to make sure they get their point across	0	0	1	0	0
voting right census bureau put estimate cost citizenship question	people are forced into cages happy to protest smart gets a raise to be a good citizen to have a reason to do so good about themselves to make sure the people are safe	1	0	0	0	0
bidens ridiculous anita hill apology tour	gets into trouble annoyed to thank person x mean gets yelled at to be heard to have a bad experience guilty to make up excuses	0	0	0	1	0
warren roll num billion plan boost minority entrepreneur	people lose money annoyed to thank personx generous gets a raise to be rich to be a leader happy to be successful	0	0	0	1	0
megan rapinoe share great idea boosting woman pay involves capitalism	none none none none none none none none none	0	0	0	0	1
facebook strip mark zuckerbergs power	they are disappointed annoyed to get away determined gets arrested to not be scared to have power powerful to be successful	1	0	0	0	0
julian castro spotlight housing homelessness labor forum num candidate	people are saved happy to get paid responsible gets a raise to be a good citizen to be a racist happy to make a difference	1	0	0	0	0
activist debunk republican misinformation house hearing abortion ban	people are discriminated angry to protest racist gets arrested to be a racist to be a racist justified to be right	1	0	0	0	0
indian farmer shocked suspected meteorite crash rice field	people are killed scared to run away scared get scared to be safe to be in the wrong place scared to get away from the scene	1	0	0	0	0
num year daily signal achieved	they get promoted happy to congratulate personx consistent gets promoted to be successful to work hard happy to be successful	1	0	0	0	0
rush limbaugh never-trumper problem fly elephant as	none none none none none none none none none	0	0	0	0	1
trump call squad nightmare america	they get fired annoyed to get rid of him mean gets fired to be in control to have an issue scared to make a deal	0	0	0	0	1
ethic expert detail scandal whs list staff salary	gets fired annoyed to get paid smart gets paid to make a good impression to be a manager satisfied to get paid	0	1	0	0	0
mexican government ms-13 infiltrated caravan headed report	people are betrayed bad to get away corrupt gets caught to be a good leader to have information happy to make sure the people are following orders	0	0	0	0	1
hallstatt town num people million tourist year	people are asked for autographs happy to enjoy rich gets a lot of money to have fun in the country to go to the place happy to go to the airport	0	0	1	0	0
mysterious case disappearing china sanction	people are shocked and angry surprised to get the case curious gets arrested to solve a crime to be a detective nervous to get the money back	0	0	0	1	0
netflix clap back brie larson troll directorial debut minute	none none none none none none none none none	0	0	1	0	0
disturbing reason republican deny science embrace measles epidemic	people are offended angry to listen to the information racist gets called a freak to be right to be a scientist justified to make people believe in the theory	0	1	0	0	0
braised black bean make forget meat	eats beans annoyed to eat hungry eats beans to be a good cook to eat satisfied to eat	0	1	0	0	0
boeing num max company unveils safety fix	people lose their jobs happy to help him responsible gets paid to be safe to have a job safe to be safe	1	0	0	0	0
star trek actress marina sirtis reveals molested babysitter teenage son	gets scared annoyed to get away from him mean gets yelled at to be alone to be in the presence of the kids sad to get out of trouble	0	0	0	1	0
plane largest wingspan world take flight	people are surprised impressed to get a good seat daring gets into trouble to be in the sky to buy a ticket happy to fly	0	0	1	0	0
mad bad news big oil actively involved climate talk	people are affected by the oil upset to avoid the oil careless gets stressed out to be a success to be in the company of a company that is promoting oil companies upset to get rid of the oil	1	0	0	0	0
bronx man suspected wanting join taliban pulled middle east-bound plane jfk	they are arrested angry to go to the border scared gets nervous about the situation to go to iraq to have been asked to join the military nervous to go to the airport	0	0	0	0	1
baton rouge man arrested child pornography probe; num image found official	they are accused of trafficking angry to be safe immoral """ no """ to be correct to be caught guilty to be arrested	0	1	0	0	0
politico playbook trump race drumbeat play num	they are defeated happy to win race competitive is praised to be a success to have the time happy to win the race	0	0	1	0	0
johnson head tory leadership contest round	gets a prize disappointed to win determined gets a prize to win to be in charge happy to win the contest	0	0	1	0	0
buttigieg polite people advance policy hurt family	gets hurt grateful to thank personx powerful is respected to be a good person to have the means to do so happy  to be a good citizen	0	0	0	1	0
fifteen-year-old nigerian build small scale construction machine	people are affected by the machines annoyed to get paid smart gets dirty to make money to buy the equipment happy to make a profit	0	0	1	0	0
hud charge facebook housing discrimination	gets sued angry to get their stuff back mean gets arrested to be a racist to have access to a website guilty to get a lawyer	1	0	0	0	0
idiot busted posing officer pulling undercover cop	gets arrested for assault annoyed to get a reward criminal gets arrested to be a cop to be in a car nervous to go home	0	0	0	1	0
camp pendleton marine sailor arrested human smuggling drug probe	gets arrested cheated to go home immoral gets caught to be a cop to go to the border guilty to get away from the scene	1	0	0	0	0
burning russian plane make emergency landing	people are hurt happy to greet personx responsible gets hurt to be safe to buy plane nervous to get off the plane	0	0	1	0	0
men black international charming fun squanders chance richer story	none none none none none none none none none	1	0	0	0	0
chinese film studio blacklisting american	people lose money annoyed to get paid untrustworthy gets a bad reputation to make money to have film film sad to make a film	0	0	0	1	0
grisly detail emerge utah couple execution-style murder	people are killed scared to get away violent gets arrested to be a victim to be in the wrong place satisfied to be a hero	0	0	0	1	0
leader baltimore maryland denounce trump tweet attacking cummings	people are killed angry to get out of the country safely racist gets arrested to win to be a politician justified to win the election	0	0	1	0	0
time covering story charlene downes teenager ended kebab	none none none none none none none none none	1	0	0	0	0
scottish fan medium blast team horror show kazakhstan	people get sick scared to win brave gets ridiculed to be a comedian to have a good time happy to get a drink	1	0	0	0	0
netanyahu order continued pounding gaza num rocket fired israel	people lose money scared to go home aggressive gets arrested for assault to kill to have a gun happy to kill the terrorists	0	0	1	0	0
fear immigration raid loom plan ice family operation move forward	people lose money nervous to get away determined gets stressed out to get rid of the bad people to be a border agent nervous to make sure they have enough food	1	0	0	0	0
